item,itemLabel,startDate,endDate,sourceDate,psid
Q677342,Armand De Decker,1999-06-14,2004-07-20,,Q677342-68CA707E-38D6-4227-AC80-9EE00FF9B1FA
Q467291,Anne-Marie Lizin,2004-07-20,2007-07-12,,Q467291-16E64E2D-EF35-4DC8-B475-C7F715753D48
Q677342,Armand De Decker,2007-07-12,2010-07-20,,Q677342-0F985044-7118-4DDE-9659-627379F8F66F
Q163670,Danny Pieters,2010-07-20,2011-10-10,,Q163670-E028198A-FD56-46A2-B8E3-0CC3246567CC
Q2325582,Sabine de Bethune,2011-10-11,2014-10-14,,Q2325582-33768BEA-EEE2-4480-A262-008828C766F8
Q2965912,Christine Defraigne,2014-10-14,2018-12-03,,Q2965912-20F61D88-5108-42CA-BC38-4BEA35C70A41
Q1677920,Jacques Brotchi,2018-12-14,2019-05-23,,Q1677920-550C5610-E94B-425B-A6E9-1CC6FDAB70C4
Q508073,Sabine Laruelle,2019-07-18,2020-10-13,,Q508073-E0391E29-9C4C-4E02-A9C2-723AB6C01C63
Q62518481,Stephanie D'Hose,2020-10-13,,,Q62518481-37B4B4B4-343A-4D43-82E3-C81E389EFAFA
